"","año","codigo_ine","ccaa","prov","porcentaje_prp","degurba","ln_densidad","distancia_capital","mayores_65","porcentaje_inmigrantes","abstencion_previa","renta","porcentaje_parados"
"90651","2015","30005","Región de Murcia","Murcia",17.7324478178368,"Cities and suburbs",7.83409544050762,11.9,12.4107164622998,6.46010579946857,23.2763660121729,8305,17.3
"90671","2015","30006","Región de Murcia","Murcia",10.7511045655376,"Rural areas",2.9848445847838,47.04,23.0691056910569,1.32113821138211,12.636695018226,9322,7.3
"90691","2015","30007","Región de Murcia","Murcia",15.6806049822064,"Cities and suburbs",5.99646185663305,20.51,11.8818105616094,12.3323554065381,23.9411283728536,7421,16.1
"90711","2015","30008","Región de Murcia","Murcia",23.6956741971431,"Cities and suburbs",4.22728028348133,26.94,13.8916210013583,14.7580909559271,24.8213076517944,9103,13.2
"90731","2015","30009","Región de Murcia","Murcia",17.7529030233288,"Cities and suburbs",7.03171795926428,26.33,14.1333045961528,13.6268117894283,16.4618342947914,7837,12.7
"90751","2015","30010","Región de Murcia","Murcia",13.8749517560787,"Cities and suburbs",7.00592266558281,15.33,11.598774333093,15.3839221341024,16.358024691358,6899,9.9
"90771","2015","30011","Región de Murcia","Murcia",15.1093439363817,"Cities and suburbs",4.31324894057263,35.94,17.5433215764453,9.29305321269744,19.4367399189247,7710,12.4
"90791","2015","30012","Región de Murcia","Murcia",20.7097232079489,"Cities and suburbs",4.96309768654801,51.14,17.1785926997362,2.64613290223773,19.8627863228948,7787,16.7
"90811","2015","30013","Región de Murcia","Murcia",14.8119870204237,"Cities and suburbs",4.03196227610083,59.18,17.5861076465509,5.38232754485273,21.5739484396201,7675,14.6
"90831","2015","30014","Región de Murcia","Murcia",13.3280127693536,"Rural areas",3.78527046369762,26.58,18.1949111857897,2.40038406144983,16.9632265717675,8062,16.1
"90851","2015","30015","Región de Murcia","Murcia",13.1850559674371,"Cities and suburbs",3.40370593297606,81.06,16.7962554640053,4.47951723337589,23.0896126011069,8159,13.8
"90871","2015","30016","Región de Murcia","Murcia",19.9493710630114,"Cities and suburbs",5.95597680384682,33.49,15.0544842603594,8.79006569548916,30.3255370825114,9499,14.3
"90891","2015","30017","Región de Murcia","Murcia",14.1395348837209,"Cities and suburbs",3.96595834771655,58.34,17.8928707103964,2.91882993541851,20.1232560130104,7264,16.9
"90911","2015","30018","Región de Murcia","Murcia",14.856365799762,"Cities and suburbs",6.99893597301487,23.34,10.91119622339,7.69573349959918,19.8852262111304,7906,13.4
"90931","2015","30019","Región de Murcia","Murcia",20.5761548416137,"Cities and suburbs",4.56093986268368,49.96,15.0676349138545,6.64103659404813,27.1440789985227,8180,13
"90951","2015","30020","Región de Murcia","Murcia",16.3058186738836,"Cities and suburbs",4.18545148506323,30.97,13.8781332789892,11.7994701446913,24.3112372683253,6718,17
"90971","2015","30021","Región de Murcia","Murcia",10.6673323348311,"Cities and suburbs",4.08654203139239,23.26,12.1100466715795,22.3470891672808,24.8771929824561,7430,9.2
"90991","2015","30022","Región de Murcia","Murcia",15.9416468934001,"Cities and suburbs",3.26953431080803,62.88,13.1729712760948,13.4476534296029,25.9688277033174,7270,15.4
"91011","2015","30023","Región de Murcia","Murcia",22.1749911441729,"Rural areas",4.4862305288536,20.39,16.566985645933,6.33971291866029,19.9608062709966,8842,14.5
"91031","2015","30024","Región de Murcia","Murcia",15.7738593678972,"Cities and suburbs",4.0027400223413,62.05,13.8375820485422,16.8894607148309,27.6042026681413,8339,10.1
"91051","2015","30025","Región de Murcia","Murcia",15.727002967359,"Cities and suburbs",6.09956261974416,23.15,12.2649572649573,8.77492877492877,18.3891213389121,8046,14.3
"91071","2015","30026","Región de Murcia","Murcia",16.0501253132832,"Cities and suburbs",4.61426993441609,39.93,18.248833592535,17.3281493001555,30.6033630069238,7207,11
"91091","2015","30027","Región de Murcia","Murcia",21.1411563193216,"Cities and suburbs",6.01378984305099,23.31,10.5248734332405,6.91177106921868,21.9542417135018,9880,13.2
"91111","2015","30028","Región de Murcia","Murcia",23.8541454471379,"Cities and suburbs",2.14898805194341,83.08,22.6523385028697,2.80864574429112,21.6886930983847,7685,18.2
"91131","2015","30029","Región de Murcia","Murcia",15.2752460809333,"Cities and suburbs",3.27729321270911,38.77,14.721808985421,10.0624814043439,23.2289950576606,7494,13.8
"91151","2015","30030","Región de Murcia","Murcia",19.5474243768793,"Cities and suburbs",6.20760341612953,0,14.0164905237458,8.19502192598587,22.7151680908698,10066,12.7
"91171","2015","30031","Región de Murcia","Murcia",9.30787589498807,"Rural areas",2.40969092473001,29.92,22.0238095238095,0.198412698412698,15.8928571428571,10410,15.8
"91191","2015","30032","Región de Murcia","Murcia",11.8549511854951,"Rural areas",4.9053587085781,35.11,18.9025924993708,4.17820286936824,16.8369144064812,7632,12.1
"91211","2015","30033","Región de Murcia","Murcia",16.9564631351934,"Cities and suburbs",4.61979315808134,75.07,15.4212603783857,10.8275486593167,21.58953722334,7983,8.8
"91231","2015","30034","Región de Murcia","Murcia",11.1771700356718,"Rural areas",2.75968730812496,37.96,25.4200146092038,1.60701241782323,19.1201353637902,9002,15.2
"91251","2015","30035","Región de Murcia","Murcia",18.2097579715713,"Cities and suburbs",6.0509663682159,26.07,13.222622591258,17.0139432868557,27.8935574229692,8484,12.8
"91271","2015","30036","Región de Murcia","Murcia",16.3339382940109,"Cities and suburbs",6.99230501494762,29.96,13.920046016681,13.8173302107728,26.7134067820861,7654,15.1
"91291","2015","30037","Región de Murcia","Murcia",14.0728732437857,"Cities and suburbs",5.20393669821339,20.66,10.1279410484783,24.6047172821956,22.9225881959538,7650,11.6
"91311","2015","30038","Región de Murcia","Murcia",16.7969477014703,"Cities and suburbs",6.31307956120581,17.52,11.4865180615917,6.12178139165382,22.6937636979478,8522,14.3
"91331","2015","30039","Región de Murcia","Murcia",19.4978953698136,"Cities and suburbs",4.67284438862095,40.22,12.8832966748609,19.0451546124984,23.6475960247113,7954,9.2
"91351","2015","30040","Región de Murcia","Murcia",14.0549273021002,"Rural areas",3.11906906559492,30.78,26.0485651214128,6.5121412803532,12.68758526603,9061,13.1
"91371","2015","30041","Región de Murcia","Murcia",19.4247787610619,"Cities and suburbs",6.64090359886666,40.12,11.215001021868,8.63478438585735,27.7610557999537,7631,20
"91391","2015","30042","Región de Murcia","Murcia",15.9303882195448,"Cities and suburbs",5.25462157111641,27,14.5800316957211,3.6053882725832,16.8386746333514,8437,13.3
"91411","2015","30043","Región de Murcia","Murcia",20.6952857519094,"Cities and suburbs",4.03078586601446,75.73,14.2375366568915,5.18475073313783,19.4400228562099,7661,16.5
"91431","2015","30901","Región de Murcia","Murcia",19.3598148862322,"Cities and suburbs",5.89242213321734,18.45,11.8098925805646,14.2393205096178,18.2735093444082,7897,11.5
"91451","2015","30902","Región de Murcia","Murcia",20.1375976199331,"Cities and suburbs",6.65749888468768,29.5,14.9823774431272,21.0701698173662,29.1035776497387,8025,13.2
"91471","2015","31001","Comunidad Foral de Navarra","Navarra",30.4347826086957,"Rural areas",2.99348772179248,44.15,22.680412371134,0,34.0909090909091,NA,10.8
"91491","2015","31002","Comunidad Foral de Navarra","Navarra",27.3927392739274,"Rural areas",3.18434136376251,32.58,26.7985611510791,3.41726618705036,30.6413301662708,12161,5.6
"91511","2015","31003","Comunidad Foral de Navarra","Navarra",13.9784946236559,"Rural areas",1.78279852701196,37.95,34.6456692913386,0,22.9007633587786,13223,4.2
"91531","2015","31004","Comunidad Foral de Navarra","Navarra",14.2857142857143,"Rural areas",1.16758273291995,37.74,31.4285714285714,0,41.6666666666667,NA,8.3
"91551","2015","31005","Comunidad Foral de Navarra","Navarra",32.3529411764706,"Rural areas",2.873363390772,35.5,22.6063829787234,6.38297872340426,33.0128205128205,14166,9.2
"91571","2015","31006","Comunidad Foral de Navarra","Navarra",25.5411255411255,"Rural areas",3.48204199350982,94.98,22.3809523809524,4.44444444444444,27.8672032193159,10141,13.7
"91591","2015","31007","Comunidad Foral de Navarra","Navarra",20.6521739130435,"Rural areas",3.09133180504624,15.11,24.1176470588235,2.94117647058824,29.9270072992701,14471,9.1
"91611","2015","31008","Comunidad Foral de Navarra","Navarra",12.962962962963,"Rural areas",1.49185663417936,64.22,42.1686746987952,1.20481927710843,34.020618556701,NA,7.1
"91631","2015","31009","Comunidad Foral de Navarra","Navarra",33.6673346693387,"Rural areas",2.85873594036312,34.66,25.2403846153846,1.20192307692308,28.8702928870293,13845,8.7
"91651","2015","31010","Comunidad Foral de Navarra","Navarra",26.6904822658842,"Cities and suburbs",5.63580478717526,44.79,17.9038718291055,3.75166889185581,35.798203178991,12575,12.7
"91671","2015","31011","Comunidad Foral de Navarra","Navarra",32.9218106995885,"Rural areas",3.00876057488696,37.09,23.5849056603774,1.29716981132075,36.4825581395349,13836,9.6
"91691","2015","31012","Comunidad Foral de Navarra","Navarra",28.9752650176678,"Rural areas",3.30801902244915,42.36,27.5691699604743,5.33596837944664,31.2276519666269,12563,12.8
"91711","2015","31013","Comunidad Foral de Navarra","Navarra",33.4862385321101,"Rural areas",3.24358917486065,39.19,26.3565891472868,1.03359173126615,42.814371257485,12413,9.2
"91731","2015","31014","Comunidad Foral de Navarra","Navarra",22.7979274611399,"Rural areas",3.68053275270224,46.94,19.4148936170213,4.25531914893617,29.6428571428571,11195,11.2
"91751","2015","31015","Comunidad Foral de Navarra","Navarra",22.7812718378756,"Rural areas",3.97647926731414,53.66,18.9611333091173,11.3694151834363,29.4117647058823,10935,10.5
"91771","2015","31016","Comunidad Foral de Navarra","Navarra",41.4038128249567,"Cities and suburbs",8.63349878991118,2.57,12.8254847645429,2.78855032317636,30.2019791243053,11548,11.8
"91791","2015","31017","Comunidad Foral de Navarra","Navarra",22.7272727272727,"Rural areas",2.02174672902093,18.1,20.4741379310345,2.58620689655172,38.5474860335196,13746,9.6
"91811","2015","31018","Comunidad Foral de Navarra","Navarra",28.476821192053,"Rural areas",3.10771496362419,20.69,19.4805194805195,5.1948051948052,28.1990521327014,12519,8.8
"91831","2015","31019","Comunidad Foral de Navarra","Navarra",27.3517786561265,"Rural areas",5.25770054423076,24.25,15.6478277585544,4.07535563244906,30.6781485468245,11422,13.3
"91851","2015","31020","Comunidad Foral de Navarra","Navarra",23.4782608695652,"Rural areas",2.59898424794832,37.54,21.455938697318,0.766283524904214,49.3852459016393,14884,3
"91871","2015","31021","Comunidad Foral de Navarra","Navarra",11.9047619047619,"Rural areas",2.96951024726353,47.69,28.7671232876712,0,30.6666666666667,NA,0
"91891","2015","31022","Comunidad Foral de Navarra","Navarra",14.2011834319527,"Rural areas",3.00186708310996,42.44,22.7272727272727,0.626959247648903,30.5147058823529,12918,3.9
"91911","2015","31023","Comunidad Foral de Navarra","Navarra",28.6724700761697,"Cities and suburbs",5.4444701815213,8.07,6.84188125133007,1.56416258778464,25.3278381416261,15748,6.3
"91931","2015","31024","Comunidad Foral de Navarra","Navarra",32.6923076923077,"Rural areas",2.07193509567092,46.84,20.3703703703704,0,51.7241379310345,13012,7
"91951","2015","31025","Comunidad Foral de Navarra","Navarra",25.9459459459459,"Rural areas",2.87690076867211,20.62,21.2565445026178,1.2565445026178,33.288948069241,13610,6.7
"91971","2015","31026","Comunidad Foral de Navarra","Navarra",12.5984251968504,"Rural areas",2.27291442512648,64.23,37.2093023255814,1.16279069767442,18.8311688311688,13436,3.4
"91991","2015","31027","Comunidad Foral de Navarra","Navarra",12.5429553264605,"Rural areas",4.33597284010773,34.29,17.3717371737174,2.25022502250225,25.8495145631068,12956,7.8
"92011","2015","31028","Comunidad Foral de Navarra","Navarra",21.0526315789474,"Rural areas",0.596845082988184,25.64,21.5909090909091,1.51515151515152,40.5529953917051,14899,5.5
"92031","2015","31029","Comunidad Foral de Navarra","Navarra",22.8971962616822,"Rural areas",2.98053183828849,53.38,30.0176056338028,3.34507042253521,29.7872340425532,11926,11.8
"92051","2015","31030","Comunidad Foral de Navarra","Navarra",21.1538461538462,"Rural areas",2.27303701608082,42.73,27.4390243902439,1.21951219512195,27.0967741935484,12734,6.7
"92071","2015","31031","Comunidad Foral de Navarra","Navarra",12.8571428571429,"Rural areas",3.05892361387228,38.4,21.9230769230769,0.769230769230769,38.4615384615385,13034,3.7
"92091","2015","31032","Comunidad Foral de Navarra","Navarra",24.1461477362987,"Rural areas",3.53482773269644,70.08,22.7450980392157,6.71023965141612,25.4901960784314,11003,10.1
"92111","2015","31033","Comunidad Foral de Navarra","Navarra",35.7142857142857,"Rural areas",1.83258952695744,35.07,28.8461538461538,0,38.1818181818182,NA,6.1
"92131","2015","31034","Comunidad Foral de Navarra","Navarra",28.5714285714286,"Rural areas",2.38896919407532,34.6,29.5454545454545,2.27272727272727,32.5581395348837,NA,14.8
"92151","2015","31035","Comunidad Foral de Navarra","Navarra",11.9047619047619,"Rural areas",1.70336091358266,60.25,50,1.47058823529412,21.6666666666667,NA,13.8
"92171","2015","31036","Comunidad Foral de Navarra","Navarra",25.1533742331288,"Rural areas",2.96246600595904,47.28,26.685393258427,1.31086142322097,34.0647857889237,13013,9.4
"92191","2015","31037","Comunidad Foral de Navarra","Navarra",10.9375,"Rural areas",2.94050455101818,31.63,23.1481481481481,0.925925925925926,27.6595744680851,16226,7.7
"92211","2015","31038","Comunidad Foral de Navarra","Navarra",25,"Rural areas",3.21983151757821,27.26,22.6190476190476,2.32142857142857,28.4256559766764,12955,9.5
"92231","2015","31039","Comunidad Foral de Navarra","Navarra",24.5614035087719,"Rural areas",2.92146743915953,21.07,23.2142857142857,1.78571428571429,30.8510638297872,14839,9
"92251","2015","31040","Comunidad Foral de Navarra","Navarra",17.3228346456693,"Rural areas",2.17602083049564,15.51,22.4137931034483,0,30.4568527918782,15126,10.1
"92271","2015","31041","Comunidad Foral de Navarra","Navarra",32.6642335766423,"Cities and suburbs",5.44072536190842,37.29,10.1037437979251,3.42805593143888,32.8561202576951,12231,8.3
"92291","2015","31042","Comunidad Foral de Navarra","Navarra",12.9301868239921,"Rural areas",4.72590874094818,60.16,17.534174553102,7.93901156677182,22.7657226921662,13125,7
"92311","2015","31043","Comunidad Foral de Navarra","Navarra",10,"Rural areas",1.25932629470141,61.83,59.4594594594595,0,28.5714285714286,NA,0
"92331","2015","31044","Comunidad Foral de Navarra","Navarra",12.3287671232877,"Rural areas",3.36034673871861,38.72,27.1386430678466,0.294985250737463,18.8405797101449,14861,6.8
"92351","2015","31045","Comunidad Foral de Navarra","Navarra",37.597911227154,"Rural areas",3.86522740194663,22.57,15.187969924812,2.70676691729323,23.3532934131736,13819,10.1
"92371","2015","31046","Comunidad Foral de Navarra","Navarra",10.5263157894737,"Rural areas",2.0821893171445,47.32,38.8059701492537,1.49253731343284,29.3103448275862,NA,7.7
"92391","2015","31047","Comunidad Foral de Navarra","Navarra",10.4972375690608,"Rural areas",2.44504885065605,62.16,42.1232876712329,1.02739726027397,26.5017667844523,14723,4.1
"92411","2015","31048","Comunidad Foral de Navarra","Navarra",13.1147540983607,"Rural areas",4.24676821333514,93.74,25.615763546798,0.985221674876847,23.3766233766234,10979,6.6
"92431","2015","31049","Comunidad Foral de Navarra","Navarra",20,"Rural areas",2.33599234907606,26.64,20.023282887078,0.116414435389988,34.6521145975443,12868,6.6
"92451","2015","31050","Comunidad Foral de Navarra","Navarra",17.7231907025885,"Rural areas",3.04467870080279,40.03,21.5862422997947,2.32289527720739,35.3110506956661,12493,5.8
"92471","2015","31051","Comunidad Foral de Navarra","Navarra",22.4137931034483,"Rural areas",2.58803693536332,39.27,26.3513513513513,1.01351351351351,32.5925925925926,13397,7.9
"92491","2015","31052","Comunidad Foral de Navarra","Navarra",34.375,"Rural areas",2.95713432053939,16.29,12.8205128205128,0.854700854700855,30.3370786516854,14557,3.7
"92511","2015","31053","Comunidad Foral de Navarra","Navarra",26.0981912144703,"Rural areas",3.88680649112712,36.34,29.3838862559242,3.63349131121643,27.7310924369748,12092,6.8
"92531","2015","31054","Comunidad Foral de Navarra","Navarra",19.1919191919192,"Rural areas",2.70223275082918,36.68,18.135593220339,3.38983050847458,37.7510040160643,12074,12.2
"92551","2015","31055","Comunidad Foral de Navarra","Navarra",15.2046783625731,"Rural areas",3.87959536394684,34.65,18.7319884726225,3.7463976945245,26.5151515151515,11752,4.4
"92571","2015","31056","Comunidad Foral de Navarra","Navarra",33.0827067669173,"Rural areas",2.63619176283116,15.45,21.9178082191781,0.91324200913242,32.7868852459016,14918,7.5
"92591","2015","31057","Comunidad Foral de Navarra","Navarra",18.7639612807148,"Rural areas",4.13400300633633,94.95,23.293703214443,5.90048436811977,22.1685453569512,10342,10.4
"92611","2015","31058","Comunidad Foral de Navarra","Navarra",21.1920529801325,"Rural areas",2.61452878749008,32.17,23.6641221374046,0.381679389312977,23.3333333333333,17166,3.8
"92631","2015","31059","Comunidad Foral de Navarra","Navarra",20.7142857142857,"Rural areas",1.24318714688429,54.38,32.7354260089686,0.448430493273543,31.3725490196078,12881,3.2
"92651","2015","31060","Comunidad Foral de Navarra","Navarra",36.0594419733118,"Cities and suburbs",9.06844920475688,3.06,16.8684554973822,4.63568935427574,31.6404737942247,10571,12.4
"92671","2015","31061","Comunidad Foral de Navarra","Navarra",14.2857142857143,"Rural areas",2.29150403822763,56.99,40.8450704225352,2.8169014084507,29.8507462686567,NA,5.6
"92691","2015","31062","Comunidad Foral de Navarra","Navarra",24.263839811543,"Rural areas",3.68025483907905,85.72,21.3578500707214,6.01131541725601,23.0281051677244,11152,8.7
"92711","2015","31063","Comunidad Foral de Navarra","Navarra",10.6060606060606,"Rural areas",2.16776009272442,66.42,43.2692307692308,0,19.7916666666667,16266,6.1
"92731","2015","31064","Comunidad Foral de Navarra","Navarra",19.047619047619,"Rural areas",4.33806794249477,65.39,19.3563880883766,16.2824207492795,24.2,10276,11.4
"92751","2015","31065","Comunidad Foral de Navarra","Navarra",22.0694645441389,"Rural areas",3.53580060126139,54.53,20.2307969707898,8.61882437793004,27.815256875973,11114,11.1
"92771","2015","31066","Comunidad Foral de Navarra","Navarra",17.4603174603175,"Rural areas",3.26040331621972,52.14,25.7115749525617,3.41555977229601,27.8688524590164,10698,11.3
"92791","2015","31067","Comunidad Foral de Navarra","Navarra",27.2857142857143,"Rural areas",3.23566831898901,54.95,21.1678832116788,7.74533657745337,29.3998991427131,10816,11.3
"92811","2015","31068","Comunidad Foral de Navarra","Navarra",24.6328754144955,"Rural areas",4.0972942690243,89.35,22.6564562978611,6.41668867177185,24.8335552596538,11003,13.9
"92831","2015","31069","Comunidad Foral de Navarra","Navarra",21.993670886076,"Rural areas",2.44687516994497,44.79,28.9180990899899,1.61779575328615,23.2558139534884,13561,6.6
"92851","2015","31070","Comunidad Foral de Navarra","Navarra",28.3653846153846,"Rural areas",5.41532512687194,73.25,17.3313638601674,18.1437715411128,27.9748706577975,9386,18.1
"92871","2015","31071","Comunidad Foral de Navarra","Navarra",17.6470588235294,"Rural areas",-0.498480919316785,50.44,75,0,11.7647058823529,NA,0
"92891","2015","31072","Comunidad Foral de Navarra","Navarra",20.7131620346093,"Cities and suburbs",5.33898847321494,84.03,15.8118010026996,13.7035608690063,26.1671243624951,10070,14.7
"92911","2015","31073","Comunidad Foral de Navarra","Navarra",17.2248803827751,"Rural areas",3.30920761419989,47.85,31.8766066838046,2.31362467866324,31.3253012048193,13547,4.2
"92931","2015","31074","Comunidad Foral de Navarra","Navarra",25.938566552901,"Rural areas",2.45508466458337,26.6,22.5672877846791,0.20703933747412,29.3023255813954,14134,8.5
"92951","2015","31075","Comunidad Foral de Navarra","Navarra",42.4242424242424,"Rural areas",3.4018395269148,14.45,10.6870229007634,9.16030534351145,36.4583333333333,NA,24
"92971","2015","31076","Comunidad Foral de Navarra","Navarra",16.5985699693565,"Cities and suburbs",4.26897723771802,9.5,7.75793121834178,3.70567848573714,20.3543647363872,17024,4.9
"92991","2015","31077","Comunidad Foral de Navarra","Navarra",22.6582278481013,"Cities and suburbs",4.55536308205151,78.83,17.4160206718346,8.87596899224806,24.7663551401869,10069,14.5
"93011","2015","31078","Comunidad Foral de Navarra","Navarra",25.7625272331155,"Rural areas",4.47009678311226,98.83,20.5827067669173,6.92355889724311,24.8601119104716,10530,9.2
"93031","2015","31079","Comunidad Foral de Navarra","Navarra",32.0754716981132,"Rural areas",1.76663699553124,56.42,41.9753086419753,1.23456790123457,35.3535353535353,NA,11.6
"93051","2015","31080","Comunidad Foral de Navarra","Navarra",27.7915632754342,"Rural areas",2.94790385451931,42.5,28.1004709576138,2.1978021978022,21.3235294117647,13787,9.4
"93071","2015","31081","Comunidad Foral de Navarra","Navarra",11.8143459915612,"Rural areas",2.93758368767643,30.6,15.1241534988713,0.225733634311512,25.6716417910448,10833,6.5
"93091","2015","31082","Comunidad Foral de Navarra","Navarra",22.9974160206718,"Rural areas",2.85461743774167,46.59,20.0998751560549,1.37328339575531,36.5930599369085,12715,5
"93111","2015","31083","Comunidad Foral de Navarra","Navarra",28.2051282051282,"Rural areas",NA,14.94,14.1025641025641,0,26,NA,8.9
"93131","2015","31084","Comunidad Foral de Navarra","Navarra",18.1484202792065,"Rural areas",4.31571509191957,36.96,18.7347931873479,2.27088402270884,29.7588506926629,13373,8
"93151","2015","31085","Comunidad Foral de Navarra","Navarra",38.5057471264368,"Rural areas",3.72678315900377,13,12.457337883959,2.04778156996587,25.9423503325942,14796,8.3
"93171","2015","31086","Comunidad Foral de Navarra","Navarra",34.5510043324143,"Cities and suburbs",5.90819178120536,8.46,3.71371728817018,2.12212416466867,25.906600573963,14240,8.2
"93191","2015","31087","Comunidad Foral de Navarra","Navarra",22.4,"Rural areas",4.03569126448009,36.03,18.2648401826484,0.91324200913242,25.1533742331288,11864,7.8
"93211","2015","31088","Comunidad Foral de Navarra","Navarra",34.5742092457421,"Cities and suburbs",5.09919850000653,10.9,8.79371515458692,2.50886974151039,31.7842478536767,12002,10.5
"93231","2015","31089","Comunidad Foral de Navarra","Navarra",16.304347826087,"Rural areas",3.51823290681382,18.35,20.1863354037267,2.79503105590062,19.5121951219512,13750,8.2
"93251","2015","31090","Comunidad Foral de Navarra","Navarra",19.4805194805195,"Rural areas",1.76447080700499,34.6,28.6666666666667,0,50.6410256410256,14173,9.4
"93271","2015","31091","Comunidad Foral de Navarra","Navarra",18.4331797235023,"Rural areas",2.25138775785349,30.02,35.7682619647355,1.25944584382872,37.8082191780822,14459,5
"93291","2015","31092","Comunidad Foral de Navarra","Navarra",21.0643015521064,"Rural areas",1.70665906568553,25.24,27.3989898989899,1.13636363636364,33.8757396449704,13175,4.2
"93311","2015","31093","Comunidad Foral de Navarra","Navarra",20.0980392156863,"Rural areas",2.41755089466973,48.61,28.1733746130031,3.40557275541796,32.1311475409836,15645,2.9
"93331","2015","31094","Comunidad Foral de Navarra","Navarra",9.87654320987654,"Rural areas",1.86279154177891,31.64,36.5853658536585,0,18.6991869918699,13211,4.7
"93351","2015","31095","Comunidad Foral de Navarra","Navarra",12.6984126984127,"Rural areas",1.19023925454819,46.05,34.4827586206897,2.29885057471264,15.6626506024096,NA,4
"93371","2015","31096","Comunidad Foral de Navarra","Navarra",17.7777777777778,"Rural areas",2.56653867147068,58.57,33.3333333333333,0,11.8110236220472,13367,8.2
"93391","2015","31097","Comunidad Foral de Navarra","Navarra",24.9897246198109,"Cities and suburbs",6.78793237277779,34.9,20.3838855641512,5.8239673040432,31.6317751648982,13330,12.3
"93411","2015","31098","Comunidad Foral de Navarra","Navarra",29.2465753424658,"Rural areas",2.85765993361978,17.75,11.9707467282525,1.38568129330254,27.0715096481271,14534,7.5
"93431","2015","31099","Comunidad Foral de Navarra","Navarra",9.80392156862745,"Rural areas",1.67591984783393,48.32,29.1666666666667,2.77777777777778,26.4705882352941,NA,2.3
"93451","2015","31100","Comunidad Foral de Navarra","Navarra",17.9347826086957,"Rural areas",3.66725634390455,45.78,29.042904290429,0.66006600660066,35.2348993288591,12339,12
"93471","2015","31101","Comunidad Foral de Navarra","Navarra",31.5634218289086,"Rural areas",3.98320861467246,6.21,11.7230098146129,1.52671755725191,31.6475095785441,13414,8.5
"93491","2015","31102","Comunidad Foral de Navarra","Navarra",20,"Rural areas",1.87152383933269,35.1,25.3246753246753,0,50.6172839506173,15354,5.8
"93511","2015","31103","Comunidad Foral de Navarra","Navarra",6.45161290322581,"Rural areas",0.0129910906918617,27.94,36.1702127659575,0,21.5686274509804,NA,11.5
"93531","2015","31104","Comunidad Foral de Navarra","Navarra",29.2168674698795,"Rural areas",3.0350706627112,45.78,26.4853556485356,9.8326359832636,30.9547738693467,10966,10.9
"93551","2015","31105","Comunidad Foral de Navarra","Navarra",15.9965782720274,"Rural areas",3.84531212834799,87.39,26.0633036597428,9.49554896142433,19.3329215565164,10427,15.4
"93571","2015","31106","Comunidad Foral de Navarra","Navarra",20.2508960573477,"Rural areas",3.76517260460896,89.76,14.2559833506764,4.26638917793965,21.0059171597633,11850,9.9
"93591","2015","31107","Comunidad Foral de Navarra","Navarra",10.6864274570983,"Rural areas",3.84266632215017,59.67,17.2804532577904,15.3783893160664,22.5674091441969,10920,9.5
"93611","2015","31108","Comunidad Foral de Navarra","Navarra",19.0280629705681,"Rural areas",3.62516574939011,88.37,21.3460772600558,3.54440461967344,25.1396648044693,10861,9.6
"93631","2015","31109","Comunidad Foral de Navarra","Navarra",31.3407344150299,"Rural areas",3.91921660290367,7.66,12.0540019286403,0.916104146576664,30.6959706959707,14179,4.9
"93651","2015","31110","Comunidad Foral de Navarra","Navarra",34.9206349206349,"Rural areas",0.630098334032134,40.08,38.6792452830189,0,45.360824742268,12024,13.5
"93671","2015","31111","Comunidad Foral de Navarra","Navarra",19.1780821917808,"Rural areas",0.873648851430736,44.99,28.1553398058252,3.88349514563107,25,15629,4.8
"93691","2015","31112","Comunidad Foral de Navarra","Navarra",19.6969696969697,"Rural areas",1.51789340495271,34.97,41.2371134020619,0,25.4716981132076,NA,9.6
"93711","2015","31113","Comunidad Foral de Navarra","Navarra",22.6190476190476,"Rural areas",1.281404419324,61.82,31.2101910828025,2.54777070063694,40.8163265306122,14098,4.3
"93731","2015","31114","Comunidad Foral de Navarra","Navarra",41.4448669201521,"Rural areas",3.8415099398313,24.53,15.1020408163265,2.24489795918367,16.6666666666667,11835,9.3
"93751","2015","31115","Comunidad Foral de Navarra","Navarra",20.7547169811321,"Rural areas",2.15179174854599,32.35,27.027027027027,0,34.5029239766082,12505,3.4
"93771","2015","31116","Comunidad Foral de Navarra","Navarra",18,"Rural areas",2.16130664071202,63.96,45.3333333333333,0,32.3943661971831,NA,0
"93791","2015","31117","Comunidad Foral de Navarra","Navarra",7.29166666666667,"Rural areas",2.10180878096201,44.04,24.1847826086957,1.35869565217391,29.7014925373134,15553,6.9
"93811","2015","31118","Comunidad Foral de Navarra","Navarra",30.2521008403361,"Rural areas",1.39109338119107,20.1,28.2352941176471,0,37.3626373626374,17323,6.5
"93831","2015","31119","Comunidad Foral de Navarra","Navarra",22.7272727272727,"Rural areas",0.480668095669491,47.88,41.8604651162791,4.65116279069767,42.8571428571429,NA,0
"93851","2015","31120","Comunidad Foral de Navarra","Navarra",25.968992248062,"Rural areas",1.76501348862275,23.52,30.2222222222222,0.666666666666667,34.5588235294118,13946,5.2
"93871","2015","31121","Comunidad Foral de Navarra","Navarra",39.5348837209302,"Rural areas",1.18991878967988,20.34,28.3950617283951,4.93827160493827,32.9113924050633,NA,4.3
"93891","2015","31122","Comunidad Foral de Navarra","Navarra",33.3333333333333,"Cities and suburbs",7.46994261684174,5.02,11.0094451003542,2.47933884297521,26.0319573901465,12794,9.9
"93911","2015","31123","Comunidad Foral de Navarra","Navarra",23.7864077669903,"Rural areas",3.09447295556583,28.21,21.547619047619,5.71428571428571,41.8711656441718,12640,7.1
